title;price;condition;location;link
GPU Վիդեոքարտ ASUS GeForce GTX 1660 SUPER Տեսաքարտ / Видеокарта / Videocard / Video Card;82,000֏;Использованное;Кентрон;https://www.list.am/ru/item/23764601?ld_src=2
GPU Վիդեոքարտ ASUS Dual GeForce RTX 5050 OC Edition Տեսաքարտ / Видеокарта / Videocard / Video Card;157,900֏;Новое;Кентрон;https://www.list.am/ru/item/23764676?ld_src=2
Տեսաքարտ VGA Asus DUAL RTX5060Ti-O8G 8GB / 90YV0MP2-M0NA00 / Видеокарта / Videocard;233,000֏;Новое;Кентрон;https://www.list.am/ru/item/23535726?ld_src=2
Տեսաքարտ VGA Asus DUALRTX3050O6G / 90YV0K60M0NA00 / Видеокарта / Videocard;106,000֏;Новое;Кентрон;https://www.list.am/ru/item/23535714?ld_src=2
Տեսաքարտ VGA Arktek GeForce GT740 2GB AKN740D3S2GL1 / Видеокарта / Videocard;30,000֏;Новое;Кентрон;https://www.list.am/ru/item/23535673?ld_src=2
Տեսաքարտ VGA Arktek GeForce GT730 2GB / Видеокарта / Videocard;29,000֏;Новое;Кентрон;https://www.list.am/ru/item/23535652?ld_src=2
Տեսաքարտ VGA AFOX GeForce GT740 4GB / Видеокарта / Videocard;30,000֏;Новое;Кентрон;https://www.list.am/ru/item/23535616?ld_src=2
Տեսաքարտ VGA Asus GT7304HSL2GD5 /  90YV0H20M0NA00 / Вид еокарта / Videocard;56,000֏;Новое;Кентрон;https://www.list.am/ru/item/23535597?ld_src=2
Վիդեո քարտ MSI VENTUS 2X RTX 3050-O8G / 8GB GDDR6 / Видеокарта / Video Card;115,000֏;Новое;Кентрон;https://www.list.am/ru/item/23547704?ld_src=2
GPU Վիդեոքարտ ASUS GeForce GTX 1060 Տեսաքարտ / Видеокарта / Videocard / Video Card;45,000֏;Использованное;Кентрон;https://www.list.am/ru/item/23781157?ld_src=2
Վիդեո քարտ ASUS TUF GAMING RTX 5090 / 32GB GDDR7 / Видеокарта / Video Card;2,399,000֏;Новое;Кентрон;https://www.list.am/ru/item/23550913?ld_src=2
Վիդեո քարտ MSI VENTUS 3X RTX 5070 / 12GB GDDR7 / Видеокарта / Video Card;358,000֏;Новое;Кентрон;https://www.list.am/ru/item/23550902?ld_src=2
Վիդեո քարտ ZOTAC TWIN EDGE RTX 5070 / 12GB GDDR7 / Видеокарта / Video Card;329,900֏;Новое;Кентрон;https://www.list.am/ru/item/23550903?ld_src=2
Վիդեո քարտ MSI GAMING TRIO RTX 5080 / 16GB GDDR7 / Видеокарта / Video Card;680,000֏;Новое;Кентрон;https://www.list.am/ru/item/23550890?ld_src=2
Վիդեո քարտ GIGABYTE WINDFORCE 3 OC RTX 5070 / 12GB GDDR7 / Видеокарта / Video Card;327,000֏;Новое;Кентрон;https://www.list.am/ru/item/23550884?ld_src=2
Վիդեո քարտ MSI VENTUS 2X RTX 5070 / 12GB GDDR7 / Видеокарта / Video Card;321,900֏;Новое;Кентрон;https://www.list.am/ru/item/23550876?ld_src=2
PowerColor Red Devil Radeon RX 6800 XT видеокарта;125,000֏;Использованное;Ачапняк;https://www.list.am/ru/item/24197171?ld_src=2
Վիդեո քարտ ASUS DUAL RTX 5070 / 12GB GDDR7 / Видеокарта / Video Card;325,000֏;Новое;Кентрон;https://www.list.am/ru/item/23550875?ld_src=2
Վիդեո քարտ ASUS TUF GAMING RTX 5060 Ti / 8GB GDDR7 / Видеокарта / Video Card;315,000֏;Новое;Кентрон;https://www.list.am/ru/item/23550866?ld_src=2
Վիդեո քարտ ASUS PRIME RTX 5060 Ti / 8GB GDDR7 / Видеокарта / Video Card;272,000֏;Новое;Кентрон;https://www.list.am/ru/item/23550861?ld_src=2
Վիդեո քարտ ASUS DUAL RTX 3050-O8G / 8GB GDDR6 / Видеокарта / Video Card;120,000֏;Новое;Кентрон;https://www.list.am/ru/item/23550857?ld_src=2
Վիդեո քարտ 256mb - ddr2;4,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/21454931?ld_src=2
RTX5060 INFINITY 3 8GB Նորի նման վիդեոկարտա/GDDR7 128-բիթPCI Express 5.0 + Երաշխիք + ԱՊԱՌԻԿ;160,000֏;Использованное;Шенгавит;https://www.list.am/ru/item/22906922?ld_src=2
Ось Nvidia Geforce 210 серия Ось Nvidia Geforce 210 Asus Nvidia;12,000֏;Новое;Канакер-Зейтун;https://www.list.am/ru/item/24137188?ld_src=2
NVIDIA GeForce G210 1GB DDR3 на продажу;8,000֏;Использованное;Канакер-Зейтун;https://www.list.am/ru/item/24150701?ld_src=2
Видеокарта Sapphire;7,000֏;Использованное;Кентрон;https://www.list.am/ru/item/24251113?ld_src=2
Rtx 3080 10g Palit Gaming Pro Videocard;165,000֏;Использованное;Арабкир;https://www.list.am/ru/item/23375974?ld_src=2
Xfx rx580 8gb, Видеокарта AMD Radeon RX 580 8GB (архитектура Polaris, 14 нм) оснащена 2304 потоковыми процессор;25,000֏;Использованное;Шенгавит;https://www.list.am/ru/item/23484240?ld_src=2
EVGA GeForce GTX 970 4ГБ;25,000֏;Использованное;Канакер-Зейтун;https://www.list.am/ru/item/24087995?ld_src=2
MSI GeForce RTX5070Ti 16G GAMING TRIO OC / GDDR7 / 16GB / Gaming Video Card / Видеокарта;479,000֏;Кентрон;Кентрон;https://www.list.am/ru/item/24236778?ld_src=2
EVGA RTX 3090 ftw3 ultra;425,000֏;Малатия-Себастия;Малатия-Себастия;https://www.list.am/ru/item/24242107?ld_src=2
Asus TUF GeForce RTX 5080 16Gb GDDR7 OC Edition;720,000֏;Новое;Аван;https://www.list.am/ru/item/23694126?ld_src=2
Gtx 1060 6 gb 192 bit;70,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/23131276?ld_src=2
Видеокарта 1гб идеальная;5,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/24027623?ld_src=2
Asus geforce gt 1030;17,000֏;Использованное;Гюмри;https://www.list.am/ru/item/22571302?ld_src=2
Видеокарта RTX5080 16GB Gigabyte;$1,700;Использованное;Шенгавит;https://www.list.am/ru/item/24101950?ld_src=2
Gigabyte GeForce RTX 5070 Ti Gaming OC 16G - 16GB GDDR7;500,000֏;Новое;Аван;https://www.list.am/ru/item/24208713?ld_src=2
Видеокарта Gigabyte GeForce RTX 5080 Gaming OC 16G;690,000֏;Новое;Аван;https://www.list.am/ru/item/24083770?ld_src=2
Asus The SFF-Ready Prime GeForce RTX 5080 OC Edition 16GB GDDR7 Graphics Card;640,000֏;Новое;Аван;https://www.list.am/ru/item/23869217?ld_src=2
Asus geforce gtx 750;38,000֏;Использованное;Канакер-Зейтун;https://www.list.am/ru/item/22080338?ld_src=2
Видеокарта NVIDIA GeForce GTX 660 2 GB 192-bit GDDR5;20,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23938824?ld_src=2
Palit rtx 3060 12gb gddr6;90,000֏;Использованное;Давташен;https://www.list.am/ru/item/22653095?ld_src=2
Palit RTX 3060 12gb Gddr6;90,000֏;Использованное;Давташен;https://www.list.am/ru/item/23458539?ld_src=2
Asus Dual GeForce RTX 5060 Ti 8GB GDDR7 OC;247,000֏;Новое;Аван;https://www.list.am/ru/item/24026469?ld_src=2
Amd Radeon rx 6800.16 GB;110,000֏;Использованное;Шенгавит;https://www.list.am/ru/item/22665694?ld_src=2
Power Color Red Devil RX 6900 XT 16GB Video Card;140,000֏;Использованное;Шенгавит;https://www.list.am/ru/item/22665697?ld_src=2
Gigabyte gtx 1060 windforce oc 6g;45,000֏;Использованное;Ачапняк;https://www.list.am/ru/item/23586872?ld_src=2
GeForce gtx 1650;17,000֏;Использованное;Ванадзор;https://www.list.am/ru/item/21536541?ld_src=2
Asus tuf gaming geforce rtx 5060 8gb gddr7 oc;195,000֏;Новое;Арабкир;https://www.list.am/ru/item/24100811?ld_src=2
EVGA GeForce RTX 3090 KINGPIN Hybrid Gaming 24GB;350,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/24249118?ld_src=2
XFX Radeon swft RX 6900 XT 16ԳԲ վիդեոքարտ;139,000֏;Использованное;Арабкир;https://www.list.am/ru/item/21142191?ld_src=2
Видеокарта Gigabyte Radeon RX 6700 XT Eagle 12G;119,000֏;Использованное;Арабкир;https://www.list.am/ru/item/24248988?ld_src=2
MSI 6600XT в отличном состоянии;105,000֏;Использованное;Арабкир;https://www.list.am/ru/item/24248968?ld_src=2
Видеокарта SAPPHIRE Nitro AMD Radeon RX 6700 XT 12GB GDDR6 192-bit;115,000֏;Использованное;Арабкир;https://www.list.am/ru/item/24248946?ld_src=2
Nvidia geforce gtx 780ti 3gb, gddr5 384bit, TITAN Ultra dvi-i, dvi-d, hdmi, dp, sli վիդեոքարտ;25,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/21742869?ld_src=2
Վիդեոքարտեր Nvidia Geforce 8600GT, գտնվում է լավ վիճակում, Dvi - VGA խոդերով;10,000֏;Использованное;Малатия-Себастия;https://www.list.am/ru/item/22451767?ld_src=2
Վիդեո քարտ Nvidia Geforce 9500GT 512MB, DVi - HDMI - VGA Խոդերով, գտնվում է լավ վիճակում;10,000֏;Использованное;Малатия-Себастия;https://www.list.am/ru/item/22451775?ld_src=2
WinFast PX8500 GT 512MB DDR2 VideoKarta * Իդեալական լավ վիճակում > DVI + VGA խոդերով;7,000֏;Использованное;Малатия-Себастия;https://www.list.am/ru/item/22451790?ld_src=2
NVIDIA GT 520 1gb, 64 bit;10,000֏;Использованное;Раздан;https://www.list.am/ru/item/22727369?ld_src=2
Նոր տեսաքարտ Palit GeForce RTX 5080 GamingPro / 16Gb / 256Bit / GDDR7 / Վիդեո քարտ երաշխիքով;679,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23364169?ld_src=2
Նոր տեսաքարտ ASUS PRIME GeForce RTX 5060 8GB OC Edition / 8Gb / 128Bit / GDDR7 / Վիդեո քարտ երաշխիքով;209,000֏;Новое;Ачапняк;https://www.list.am/ru/item/18475232?ld_src=2
Նոր տեսաքարտ Palit GeForce RTX 5060 Ti Infinity 3 / 16Gb / 128Bit / GDDR7 / Վիդեո քարտ երաշխիքով;329,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23364161?ld_src=2
Նոր տեսաքարտ Palit GeForce RTX 5050 Dual / 8Gb / 128Bit / GDDR6 / Վիդեո քարտ երաշխիքով;157,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23364151?ld_src=2
Նոր տեսաքարտ ZOTAC GAMING GeForce RTX 5060 Ti Twin Edge / 8Gb / 128Bit / GDDR7 / Վիդեո քարտ երաշխիքով;235,000֏;Новое;Ачапняк;https://www.list.am/ru/item/24214942?ld_src=2
Նոր տեսաքարտ GIGABYTE AMD Radeon RX 9060 XT GAMING OC / 16Gb / 128Bit / GDDR6 / Վիդեո քարտ երաշխիքով;259,000֏;Новое;Ачапняк;https://www.list.am/ru/item/24213486?ld_src=2
Նոր տեսաքարտ MSI GeForce RTX 5060 Ti VENTUS 2X PLUS OC / 8Gb / 128Bit / GDDR7 / Վիդեո քարտ երաշխիքով;235,000֏;Новое;Ачапняк;https://www.list.am/ru/item/24213476?ld_src=2
Նոր տեսաքարտ ASUS GeForce RTX 5060 Dual OC Edition / 8Gb / 128Bit / GDDR7 / Վիդեո քարտ երաշխիքով;197,000֏;Новое;Ачапняк;https://www.list.am/ru/item/24213448?ld_src=2
Նոր տեսաքարտ Zotac GeForce RTX 5060 Twin Edge / 8Gb / 128Bit / GDDR7 / Վիդեո քարտ երաշխիքով;185,000֏;Новое;Ачапняк;https://www.list.am/ru/item/24213426?ld_src=2
Նոր տեսաքարտ ZOTAC GAMING GeForce RTX 5070 Ti SOLID SFF / 16Gb / 256Bit / GDDR7 / Վիդեո քարտ երաշխիքով;579,000֏;Новое;Ачапняк;https://www.list.am/ru/item/20775728?ld_src=2
Նոր տեսաքարտ Zotac GeForce RTX 5070 GAMING Twin Edge / 12Gb / 192Bit / GDDR7 / Վիդեո քարտ երաշխիքով;349,000֏;Новое;Ачапняк;https://www.list.am/ru/item/24213132?ld_src=2
Նոր տեսաքարտ GIGABYTE GeForce RTX 5070 EAGLE OC / 12Gb / 192Bit / GDDR7 / Վիդեո քարտ երաշխիքով;379,000֏;Новое;Ачапняк;https://www.list.am/ru/item/24213066?ld_src=2
Նոր տեսաքարտ ASUS GeForce RTX 5070 PRIME OC Edition / 12Gb / 192Bit / GDDR7 / Վիդեո քարտ երաշխիքով;379,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23305993?ld_src=2
Նոր տեսաքարտ GIGABYTE GeForce RTX 5070 Ti WINDFORCE OC / 16Gb / 256Bit / GDDR7 / Վիդեո քարտ երաշխիքով;599,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23305629?ld_src=2
Նոր տեսաքարտ GIGABYTE GeForce RTX 5070 WINDFORCE OC / 12Gb / 192Bit / GDDR7 / Վիդեո քարտ երաշխիքով;369,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23305553?ld_src=2
Նոր տեսաքարտ MSI GeForce RTX 5070 VENTUS 3X OC / 12Gb / 192Bit / GDDR7 / Վիդեո քարտ երաշխիքով;369,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23305962?ld_src=2
Նոր տեսաքարտ ASUS AMD Radeon RX 9060 XT DUAL / 16Gb / 128Bit / GDDR6 / Վիդեո քարտ երաշխիքով;255,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23306065?ld_src=2
Նոր տեսաքարտ ASUS AMD Radeon RX 9060 XT PRIME OC / 16Gb / 128Bit / GDDR6 / Վիդեո քարտ երաշխիքով;265,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23306015?ld_src=2
Տեսաքարտ / Վիդեո քարտ - Palit GeForce RTX 5080 GamingPro 16GB GDDR7 (1 տարի երաշխիք);739,000֏;Новое;Кентрон;https://www.list.am/ru/item/22673803?ld_src=2
Видеокарта / Videocard Rx 6800 xt nitro + 16 gb;250,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/23646841?ld_src=2
Վիդեոկարտա nvidia rtx 3080 10gb founders edition;180,000֏;Использованное;Ачапняк;https://www.list.am/ru/item/23151212?ld_src=2
Palit GeForce RTX 3090 GamingPro, 24 ГБ GDDR6X, 384 бит;350,000֏;Использованное;Кентрон;https://www.list.am/ru/item/23152520?ld_src=2
Msi gaming x trio geforce rtx 3070 ti 8gb;165,000֏;Использованное;Ачапняк;https://www.list.am/ru/item/23151366?ld_src=2
Видеокарта GT 730 4gb msi DDR3;11,000֏;Использованное;Армавир;https://www.list.am/ru/item/24147535?ld_src=2
Տեսաքարտ / Վիդեո քարտ - Palit GeForce RTX 5090 GameRock 32GB GDDR7 (1 տարի երաշխիք);2,489,000֏;Новое;Кентрон;https://www.list.am/ru/item/22656215?ld_src=2
Տեսաքարտ / Վիդեո քարտ - Palit GeForce RTX 5060 Dual 8GB GDDR7 (1 տարի երաշխիք);215,000֏;Новое;Кентрон;https://www.list.am/ru/item/22877816?ld_src=2
Վիդեո քարտ / Asus ROG Strix GTX 1080 / 8 GB / 256 Bit / GDDR5X / GPU;80,000֏;Использованное;Малатия-Себастия;https://www.list.am/ru/item/22371572?ld_src=2
Տեսաքարտ / Վիդեո քարտ - ASUS TUF Gaming GeForce RTX 5070 12GB GDDR7 (1 տարի երաշխիք);409,000֏;Новое;Кентрон;https://www.list.am/ru/item/22877663?ld_src=2
MSI Radeon RX 7600 OC Edition;121,000֏;Новое;Нор Норк;https://www.list.am/ru/item/23634681?ld_src=2
Видеокарта - ASUS Prime Radeon RX 9070 XT White OC Edition 16GB GDDR6 (1 год гарантии);458,900֏;Новое;Кентрон;https://www.list.am/ru/item/24070604?ld_src=2
Տեսաքարտ / Վիդեո քարտ - GIGABYTE GeForce RTX 5060 WINDFORCE OC 8GB GDDR7 (1 տարի երաշխիք);215,000֏;Новое;Кентрон;https://www.list.am/ru/item/23033658?ld_src=2
Videocard видеокарта վիդեո քարտ/ Asus AMD Radeon HD 5450 Silent [EAH5450 SILENT/DI/1GD3 (LP) ] + առաքում;8,000֏;Использованное;Эребуни;https://www.list.am/ru/item/16600908?ld_src=2
Asus rog strix gaming gtx 1070 ti 8gb;55,000֏;Использованное;Эчмиадзин;https://www.list.am/ru/item/23620895?ld_src=2
Видеокарта Asus Rog Strix Rx 5600 XT Gaming OC;85,000֏;Использованное;Кентрон;https://www.list.am/ru/item/19936374?ld_src=2
AMD RX 6800 Reference 16 GB GDDR6;150,000֏;Использованное;Абовян;https://www.list.am/ru/item/23528681?ld_src=2
Asus rtx4060ti 8g oc dual;164,000֏;Использованное;Арабкир;https://www.list.am/ru/item/24247749?ld_src=2
Игровая видеокарта ASUS Prime GeForce RTX 5060 Ti 16GB GDDR7 OC Edition, SFF-Ready, PCIe 5.0;350,000֏;Новое;Кентрон;https://www.list.am/ru/item/24184694?ld_src=2
VGA PNY Nvidia Quadro P2000 5GB GDDR5 160-битная профессиональная видеокарта, видеовыход 4 * DisplayPort;40,000֏;Использованное;Эчмиадзин;https://www.list.am/ru/item/24063272?ld_src=2
Vga Dell AMD Radeon RX 640 4GB GDDR5 128bit PCIe x8/x16 Video Graphics Card - 0Y77T6 1 * DP/2 * mini Dp port;27,000֏;Использованное;Эчмиадзин;https://www.list.am/ru/item/23962674?ld_src=2
Vga Dell AMD Radeon R7 450 OEM 4GB GDDR5 128bit Video Graphics Card - 0FN46D DVI DisplayPort;20,000֏;Использованное;Эчмиадзин;https://www.list.am/ru/item/21604898?ld_src=2
Vga Dell AMD Radeon R7 450 OEM 4GB GDDR5 128bit Low Profile Gpu - MS-V346 2 * DisplayPort Video Out;27,000֏;Использованное;Эчмиадзин;https://www.list.am/ru/item/23963332?ld_src=2
RTX 2080 Ti Founders Edition 11Gb 352-bit;105,000֏;Использованное;Малатия-Себастия;https://www.list.am/ru/item/24247715?ld_src=2
VGA Nvidia Quadro P1000 4GB GDDR5 128bit Professional Video Card Dell G72T1 Video Out 4 * Mini DisplayPort;32,000֏;Использованное;Эчмиадзин;https://www.list.am/ru/item/23947687?ld_src=2
Հզոր Տեսաքարտ ASUS GeForce RTX 3060 12GB GDDR6 Мощная видеокарта для игр и работы;159,990֏;Новое;Кентрон;https://www.list.am/ru/item/23659839?ld_src=2
NVidia GF9800GTX + 512MB DDR3 Videokarta * գերազանց լավ վիճակում, անթերի * DVI + Dvi + 8P ով;15,000֏;Использованное;Канакер-Зейтун;https://www.list.am/ru/item/22642605?ld_src=2
Palit GeForce RTX 5060 Ti Infinity 3 16GB (RTX5060TI, rtx 5060ti);270,000֏;Использованное;Канакер-Зейтун;https://www.list.am/ru/item/24117401?ld_src=2
Nvidia RTX 3070 Ti TUF Gaming;149,990֏;Использованное;Малатия-Себастия;https://www.list.am/ru/item/24247458?ld_src=2
Ozu օզու 2gb նոութբուքի Օրիգինալ;1,500֏;Использованное;Шенгавит;https://www.list.am/ru/item/21619004?ld_src=2
GeForce2 MX200 / GIGABYTE GV-AG32S / Geforce 9500 GT;1,000֏;Использованное;Эребуни;https://www.list.am/ru/item/20820959?ld_src=2
Վիդեոքարտ Videocard Nvidia GT 210;5,000֏;Использованное;Кентрон;https://www.list.am/ru/item/23089346?ld_src=2
ATI-102-C01002 (B) AMD Radeon HD 5770 1GB GDDR5 AMD Radeon HD 5770 1GB GDDR5 Վիդեոքարտ Видеокарта AMD;35,000֏;Новое;Арабкир;https://www.list.am/ru/item/21704950?ld_src=2
GeForce GT 220 DDR3;4,000֏;Использованное;Малатия-Себастия;https://www.list.am/ru/item/24021917?ld_src=2
Sapphire pulse rx 5700 xt be 8gb gddr6 (11293-09cpo) gpu videocard վիդեոքարտ;48,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/22315013?ld_src=2
Matrox RTX100/KIT/N Xtreme Pro Video Editing Karta PCI RT.X100 Made in Canada;30,000֏;Использованное;Эребуни;https://www.list.am/ru/item/21490352?ld_src=2
Վիդեո քարտեր, DDR1, DDR2;5,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/21558847?ld_src=2
Радио маг 3 բոլօրը միասին;45,000֏;Использованное;Нор Норк;https://www.list.am/ru/item/21482996?ld_src=2
Matrox C680 4gb gddr5;20,000֏;Использованное;Арабкир;https://www.list.am/ru/item/24147848?ld_src=2
Վիդեո քարտ Palit Gaming Pro RTX 3070 / 8GB / GDDR6 / 256 Bit;139,000֏;Использованное;Малатия-Себастия;https://www.list.am/ru/item/22295266?ld_src=2
NVIDIA Geforce GTX1660Ti 6GB GDDR6 / 192Bit PCIe 3.0 x16 Gainward;65,000֏;Использованное;Шенгавит;https://www.list.am/ru/item/24019786?ld_src=2
GigaByte Radeon RX9700 / 16GB GDDR6 / PCI-E 5.0 / 256Bit;295,000֏;Новое;Шенгавит;https://www.list.am/ru/item/23973369?ld_src=2
RTX 5080 Palit Gaming Pro 16Gb GDDR7;720,000֏;Новое;Шенгавит;https://www.list.am/ru/item/23472931?ld_src=2
Gt730-4h-sl-2gd5 video card;20,000֏;Использованное;Эребуни;https://www.list.am/ru/item/23333252?ld_src=2
Asus RTX 2060 6GB;55,000֏;Использованное;Нубарашен;https://www.list.am/ru/item/24174125?ld_src=2
Zotac gtx260 448bit 896mb ddr3 zt-x26e3ka fdr (որպես պահեստամաս);4,000֏;Использованное;Егвард;https://www.list.am/ru/item/23844024?ld_src=2
Msi rtx 5060ti gaming x oc 8g;228,000֏;Новое;Ачапняк;https://www.list.am/ru/item/23844005?ld_src=2
Վիդեո քարտ ZOTAC GeForce GT710 1GB - PCIE x 1 - VGA / DVI / HDMI;19,000֏;Использованное;Шенгавит;https://www.list.am/ru/item/17218468?ld_src=2
Msi GeForce RTX 4060 Ti;200,000֏;Использованное;Арабкир;https://www.list.am/ru/item/24199458?ld_src=2
Videocard Radeon RX 9060 XT Gaming OC 8G GIGABYTE նոր տուփով;190,000֏;Новое;Арабкир;https://www.list.am/ru/item/23112850?ld_src=2
